query_id,source_dataset,subject,query,level,rank_within_level,topic,annotator_id,topic_relevance_0_3
MED097,MedMCQA,Psychiatry,Psychoanalysis,intermediate,1,"Defense mechanisms: repression, denial, projection",A2,3
MED097,MedMCQA,Psychiatry,Psychoanalysis,intermediate,2,Transference and countertransference dynamics,A2,3
MED097,MedMCQA,Psychiatry,Psychoanalysis,intermediate,3,Attachment theory integration in psychoanalysis,A2,2
MED097,MedMCQA,Psychiatry,Psychoanalysis,intermediate,4,Case formulation and treatment planning,A2,0
MED097,MedMCQA,Psychiatry,Psychoanalysis,intermediate,5,Oedipus complex and its clinical relevance,A2,3
MED097,MedMCQA,Psychiatry,Psychoanalysis,advanced,1,Object relations theory and its clinical applications,A2,3
MED097,MedMCQA,Psychiatry,Psychoanalysis,advanced,2,Self psychology and ego development,A2,3
MED097,MedMCQA,Psychiatry,Psychoanalysis,advanced,3,Psychoanalytic treatment of complex trauma,A2,3
MED097,MedMCQA,Psychiatry,Psychoanalysis,advanced,4,Neuroscientific integration of psychoanalytic concepts,A2,2
MED097,MedMCQA,Psychiatry,Psychoanalysis,advanced,5,Comparative analysis of psychoanalytic schools and contemporary theories,A2,2
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,basic,1,Ion concentration gradients,A2,2
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,basic,2,Resting membrane potential,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,basic,3,Membrane permeability,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,basic,4,Electrochemical gradient,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,basic,5,Ion channel types,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,intermediate,1,Action potential initiation,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,intermediate,2,Voltage-gated sodium and potassium channels,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,intermediate,3,Hodgkin‑Huxley equations,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,intermediate,4,Refractory periods,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,intermediate,5,Signal propagation along axons,A2,1
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,intermediate,6,Synaptic integration,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,advanced,1,Computational modeling of neuronal dynamics,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,advanced,2,Myelination and saltatory conduction,A2,2
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,advanced,3,Neuromodulation of action potentials,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,advanced,4,Pathophysiology of membrane potential disorders,A2,3
MED036,MedMCQA,Physiology,Membrane Potentials and Action Potentials,advanced,5,Advanced electrophysiological recording techniques,A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,basic,1,Definition and overview of hyperparathyroidism,A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,basic,2,Role of parathyroid hormone (PTH) in calcium homeostasis,A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,basic,3,Common causes and risk factors,A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,basic,4,Clinical presentation and symptoms,A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,basic,5,"Basic laboratory tests (serum calcium, PTH, phosphate)",A2,2
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,intermediate,1,"Primary, secondary, and tertiary hyperparathyroidism distinctions",A2,2
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,intermediate,2,"Pathophysiology of PTH excess on bone, kidney, and intestine",A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,intermediate,3,"Imaging techniques for parathyroid localization (ultrasound, sestamibi scan)",A2,2
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,intermediate,4,Surgical management: parathyroidectomy indications and techniques,A2,2
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,intermediate,5,"Medical management options (vitamin D, bisphosphonates, calcimimetics)",A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,intermediate,6,"Complications: bone disease, kidney stones, neuropsychiatric effects",A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,advanced,1,"Genetic syndromes associated with hyperparathyroidism (MEN1, MEN2A, HPT‑JT)",A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,advanced,2,Molecular mechanisms of PTH receptor signaling and resistance,A2,2
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,advanced,3,"Novel pharmacotherapies: calcimimetics, PTH analogs, targeted agents",A2,2
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,advanced,4,Advanced imaging and intraoperative navigation techniques,A2,2
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,advanced,5,Long‑term outcomes and quality of life post‑treatment,A2,3
MED032,MedMCQA,Orthopaedics,Hyperparathyroidism,advanced,6,"Research directions: bone remodeling biomarkers, endocrine crosstalk, precision medicine",A2,2
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,basic,1,Anatomy of peripheral nerves,A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,basic,2,Types of muscle fibers (slow vs fast),A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,basic,3,Neuromuscular junction function,A2,2
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,basic,4,Motor unit organization,A2,2
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,basic,5,Basics of muscle contraction,A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,intermediate,1,Peripheral nerve injury mechanisms and classification,A2,2
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,intermediate,2,Excitation–contraction coupling in skeletal muscle,A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,intermediate,3,Muscle fiber recruitment and force production,A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,intermediate,4,Nerve conduction studies and interpretation,A2,2
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,intermediate,5,"Common neuromuscular disorders (e.g., myasthenia gravis, peripheral neuropathies)",A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,advanced,1,Surgical and bioengineering approaches to peripheral nerve repair,A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,advanced,2,Molecular pathways of nerve regeneration and axonal guidance,A2,2
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,advanced,3,"Advanced imaging techniques for peripheral nerves (e.g., high‑resolution ultrasound, diffusion tensor imaging)",A2,2
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,advanced,4,Muscle plasticity and adaptive remodeling in response to training or disease,A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,advanced,5,Neuroprosthetic interfaces and functional electrical stimulation for muscle re‑innervation,A2,3
MED029,MedMCQA,Medicine,Peripheral Nerve & Muscles,advanced,6,Gene therapy strategies for inherited neuromuscular disorders,A2,2
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,basic,1,Gram‑positive bacterial cell wall structure,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,basic,2,Staphylococcus genus and common species,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,basic,3,Modes of staphylococcal transmission,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,basic,4,Typical clinical presentations of staphylococcal infections,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,basic,5,Basic antibiotic susceptibility testing,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,basic,6,Fundamental infection control practices,A2,1
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,intermediate,1,"Pathogenic mechanisms of Staphylococcus aureus (adhesion, toxins)",A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,intermediate,2,Epidemiology and spread of MRSA,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,intermediate,3,Mechanisms of antibiotic resistance in staphylococci,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,intermediate,4,"Diagnostic techniques (culture, PCR, MALDI‑TOF)",A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,intermediate,5,Treatment guidelines for staphylococcal infections,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,intermediate,6,Host immune response to staphylococcal infection,A2,2
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,intermediate,7,Infection control strategies in healthcare settings,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,advanced,1,"Molecular epidemiology of MRSA (spa typing, SCCmec)",A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,advanced,2,Biofilm formation and therapeutic disruption,A2,2
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,advanced,3,"Novel antimicrobials (phage therapy, antimicrobial peptides)",A2,2
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,advanced,4,Genomic surveillance for outbreak investigation,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,advanced,5,Vaccine research and development for staphylococcal infections,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,advanced,6,Antimicrobial stewardship optimization algorithms,A2,3
MED018,MedMCQA,Skin,Gram-Positive Infections - Staphylococcal Infections,advanced,7,Host‑pathogen interaction at the molecular level,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,basic,1,Definition of sedatives and hypnotics,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,basic,2,Classification of sedatives and hypnotics,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,basic,3,Common examples of sedatives,A2,2
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,basic,4,Common examples of hypnotics,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,basic,5,Basic pharmacokinetic concepts,A2,2
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,intermediate,1,Mechanisms of action of GABAergic sedatives,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,intermediate,2,Mechanisms of action of benzodiazepines and non‑benzodiazepine hypnotics,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,intermediate,3,Therapeutic uses of sedatives and hypnotics,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,intermediate,4,Common side effects and withdrawal considerations,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,intermediate,5,Basic drug interaction principles,A2,2
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,advanced,1,Neuropharmacology of GABA‑A receptor subtypes,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,advanced,2,"Development of novel hypnotic agents (e.g., orexin antagonists)",A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,advanced,3,Clinical decision‑making algorithms for sedation and sleep disorders,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,advanced,4,Personalized medicine approaches in sedative/hypnotic therapy,A2,3
MED014,MedMCQA,Pharmacology,Seedatives & Hyponotics,advanced,5,Current research trends in sedative/hypnotic pharmacology,A2,3
MED089,MedMCQA,Medicine,Disease of pericardium,basic,1,Pericardial anatomy and function,A2,3
MED089,MedMCQA,Medicine,Disease of pericardium,basic,2,Common pericardial disorders,A2,3
MED089,MedMCQA,Medicine,Disease of pericardium,basic,3,Clinical presentation of pericardial disease,A2,2
MED089,MedMCQA,Medicine,Disease of pericardium,basic,4,Initial diagnostic evaluation,A2,2
MED089,MedMCQA,Medicine,Disease of pericardium,intermediate,1,Causes and mechanisms of pericarditis,A2,2
MED089,MedMCQA,Medicine,Disease of pericardium,intermediate,2,Hemodynamic impact of pericardial effusion,A2,2
MED089,MedMCQA,Medicine,Disease of pericardium,intermediate,3,Imaging techniques for pericardial assessment,A2,3
MED089,MedMCQA,Medicine,Disease of pericardium,intermediate,4,Standard treatment protocols,A2,2
MED089,MedMCQA,Medicine,Disease of pericardium,advanced,1,Cellular and molecular pathways in pericardial inflammation,A2,1
MED089,MedMCQA,Medicine,Disease of pericardium,advanced,2,Advanced imaging biomarkers for pericardial disease,A2,3
MED089,MedMCQA,Medicine,Disease of pericardium,advanced,3,Emerging therapies and interventional techniques,A2,2
MED089,MedMCQA,Medicine,Disease of pericardium,advanced,4,Current research trends and future directions,A2,1
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,basic,1,Definition of glaucoma and its impact on vision,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,basic,2,Goals of glaucoma surgery,A2,2
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,basic,3,Overview of surgical options for glaucoma,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,intermediate,1,Trabeculectomy: technique and postoperative care,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,intermediate,2,Tube shunt implantation: indications and outcomes,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,intermediate,3,Laser trabeculoplasty: principles and indications,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,intermediate,4,Patient selection and preoperative evaluation for glaucoma surgery,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,intermediate,5,"Managing postoperative complications (bleb failure, hypotony)",A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,advanced,1,Comparative effectiveness of traditional vs. minimally invasive glaucoma surgery (MIGS),A2,2
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,advanced,2,Design and materials of glaucoma drainage devices,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,advanced,3,Personalized surgical planning using imaging and biometrics,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,advanced,4,Long‑term outcomes and risk stratification in glaucoma surgery,A2,3
MED071,MedMCQA,Ophthalmology,Surgical Procedures For Glaucoma,advanced,5,Emerging technologies: gene therapy and regenerative approaches for glaucoma,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,basic,1,Gene structure and function,A2,2
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,basic,2,Mendelian inheritance patterns,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,basic,3,Autosomal dominant vs recessive disorders,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,basic,4,"Types of gene mutations (missense, nonsense, frameshift)",A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,basic,5,Clinical presentation of single‑gene disorders,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,intermediate,1,Molecular consequences of point mutations,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,intermediate,2,Genotype‑phenotype correlation in Mendelian diseases,A2,2
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,intermediate,3,"Diagnostic techniques: PCR, Sanger sequencing, next‑generation sequencing",A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,intermediate,4,Carrier detection and prenatal testing,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,intermediate,5,Genetic counseling principles,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,advanced,1,Gene therapy strategies for monogenic disorders,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,advanced,2,CRISPR‑Cas9 mediated genome editing in disease models,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,advanced,3,Functional genomics approaches to uncover pathogenic mechanisms,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,advanced,4,Population genetics and carrier frequency estimation,A2,3
MED012,MedMCQA,Pathology,Mendelian Disorders: Single-Gene Defects,advanced,5,"Ethical, legal, and social implications of gene editing",A2,2
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",basic,1,Principles of ultrasound imaging,A2,2
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",basic,2,Principles of computed tomography (CT),A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",basic,3,Principles of magnetic resonance imaging (MRI),A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",basic,4,Common clinical indications for each modality,A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",basic,5,Safety considerations and contraindications,A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",basic,6,Basic image interpretation fundamentals,A2,1
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,1,"Ultrasound physics: sound waves, attenuation, resolution",A2,2
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,2,"CT image acquisition: X‑ray source, detectors, reconstruction algorithms",A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,3,"MRI physics: nuclear magnetic resonance, magnetic fields, RF pulses",A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,4,"Contrast agents: ultrasound microbubbles, iodinated CT contrast, gadolinium MRI contrast",A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,5,"Image post‑processing: window/level adjustments, 3D reconstruction",A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,6,Radiation dose management in CT,A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,7,Ultrasound Doppler techniques,A2,2
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",intermediate,8,Functional MRI (fMRI) basics,A2,2
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,1,"Advanced ultrasound techniques: elastography, contrast‑enhanced ultrasound, 3D/4D imaging",A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,2,CT perfusion imaging and dual‑energy CT,A2,2
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,3,"MRI advanced sequences: diffusion‑weighted imaging, spectroscopy, perfusion, functional connectivity",A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,4,Quantitative imaging biomarkers and radiomics,A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,5,AI‑driven image reconstruction and interpretation,A2,1
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,6,"Hybrid imaging modalities: PET/CT, PET/MRI",A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,7,Optimization of imaging protocols for specific pathologies,A2,3
MED078,MedMCQA,Radiology,"Ultrasonography, CT, and MRI",advanced,8,Research on novel contrast agents and safety profiles,A2,1
MED056,MedMCQA,Physiology,Body fluid compaments,basic,1,Definition of body fluid compartments,A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,basic,2,Intracellular fluid,A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,basic,3,Extracellular fluid,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,basic,4,Interstitial fluid,A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,basic,5,Plasma,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,basic,6,Transcellular fluid,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,basic,7,Typical fluid distribution percentages,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,intermediate,1,Capillary filtration and reabsorption mechanisms,A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,intermediate,2,Osmotic and hydrostatic pressures (Starling forces),A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,intermediate,3,Regulation of fluid balance by kidneys and hormones,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,intermediate,4,Fluid shifts during dehydration and edema,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,intermediate,5,Sodium and water influence on compartmental distribution,A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,advanced,1,Fluid therapy protocols in critical care settings,A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,advanced,2,Mathematical modeling of fluid compartment dynamics in disease,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,advanced,3,Advanced imaging techniques for assessing fluid distribution,A2,3
MED056,MedMCQA,Physiology,Body fluid compaments,advanced,4,Fluid compartment alterations in sepsis and shock,A2,2
MED056,MedMCQA,Physiology,Body fluid compaments,advanced,5,Emerging biomarkers for precise fluid status assessment,A2,2
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,basic,1,Basic structure of the nasal cavity,A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,basic,2,"Nasal cavity regions: vestibule, respiratory zone, olfactory zone",A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,basic,3,Nasal septum and conchae,A2,2
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,basic,4,Nasal mucosa and cilia,A2,2
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,basic,5,Nasal cavity bones and cartilage,A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,intermediate,1,"Functions of the nasal cavity: filtration, humidification, temperature regulation",A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,intermediate,2,Blood supply and innervation of the nasal cavity,A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,intermediate,3,Olfactory system and nasal cavity,A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,intermediate,4,Nasal cavity and sinus connections,A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,intermediate,5,"Common nasal cavity disorders: rhinitis, sinusitis, nasal polyps",A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,advanced,1,Computational fluid dynamics of airflow in the nasal cavity,A2,3
MED005,MedMCQA,ENT,Anatomy of Nasal Cavity,advanced,2,Endoscopic surgical techniques for nasal cavity reconstruction,A2,3
